站点,水系,日期时间,水位,流量
三峡水库(出库),长江,30-06-2020 11:00:00,147.39,34700
丹江口水库(出库),汉江,30-06-2020 11:00:00,159.74,1840
宜昌,长江,30-06-2020 11:24:00,50.22,35600
寸滩,长江,30-06-2020 12:00:00,169.47,20600
武隆,乌江,30-06-2020 12:00:00,181.06,4820
宜昌,长江,30-06-2020 12:00:00,50.17,37500
沙市,长江,30-06-2020 12:00:00,41.07,32500
汉口,长江,30-06-2020 12:00:00,25.1,43800
九江,长江,30-06-2020 12:00:00,18.25,44700
大通,长江,30-06-2020 12:00:00,12.68,49000
城陵矶(七),洞庭湖,30-06-2020 12:00:00,31.14,14800
湖口,鄱阳湖,30-06-2020 12:00:00,17.66,356
三峡水库(出库),长江,30-06-2020 12:00:00,147.39,34600
丹江口水库(出库),汉江,30-06-2020 12:00:00,159.75,1900
寸滩,长江,30-06-2020 13:00:00,169.47,20600
武隆,乌江,30-06-2020 13:00:00,182.04,5280
宜昌,长江,30-06-2020 13:00:00,50.21,36400
沙市,长江,30-06-2020 13:00:00,41.07,32500
汉口,长江,30-06-2020 13:00:00,25.11,43800
九江,长江,30-06-2020 13:00:00,18.26,44700
大通,长江,30-06-2020 13:00:00,12.68,49200
城陵矶(七),洞庭湖,30-06-2020 13:00:00,31.1,14800
湖口,鄱阳湖,30-06-2020 13:00:00,17.66,357
丹江口水库(出库),汉江,30-06-2020 13:00:00,159.75,1920
寸滩,长江,30-06-2020 14:00:00,169.45,20600
武隆,乌江,30-06-2020 14:00:00,182.8,5670
宜昌,长江,30-06-2020 14:00:00,50.15,36300
沙市,长江,30-06-2020 14:00:00,41.09,32600
汉口,长江,30-06-2020 14:00:00,25.12,43900
九江,长江,30-06-2020 14:00:00,18.27,44800
大通,长江,30-06-2020 14:00:00,12.69,48500
城陵矶(七),洞庭湖,30-06-2020 14:00:00,31.17,14700
湖口,鄱阳湖,30-06-2020 14:00:00,17.68,357
三峡水库,长江,30-06-2020 14:00:00,147.36,29000
三峡水库(出库),长江,30-06-2020 14:00:00,147.36,34000
丹江口水库,汉江,30-06-2020 14:00:00,159.74,1530
丹江口水库(出库),汉江,30-06-2020 14:00:00,159.74,1920
寸滩,长江,30-06-2020 15:00:00,169.44,20600
武隆,乌江,30-06-2020 15:00:00,183.13,5840
宜昌,长江,30-06-2020 15:00:00,50.07,36100
沙市,长江,30-06-2020 15:00:00,41.1,32500
九江,长江,30-06-2020 15:00:00,18.29,44900
大通,长江,30-06-2020 15:00:00,12.69,48900
城陵矶(七),洞庭湖,30-06-2020 15:00:00,31.2,14700
湖口,鄱阳湖,30-06-2020 15:00:00,17.69,358
汉口,长江,30-06-2020 15:00:00,25.13,43900
三峡水库(出库),长江,30-06-2020 15:00:00,147.31,34700
丹江口水库(出库),汉江,30-06-2020 15:00:00,159.74,1930
寸滩,长江,30-06-2020 16:00:00,169.42,20500
武隆,乌江,30-06-2020 16:00:00,183.03,5790
宜昌,长江,30-06-2020 16:00:00,49.99,36000
沙市,长江,30-06-2020 16:00:00,41.11,32600
汉口,长江,30-06-2020 16:00:00,25.13,43900
九江,长江,30-06-2020 16:00:00,18.29,44900
大通,长江,30-06-2020 16:00:00,12.69,49000
城陵矶(七),洞庭湖,30-06-2020 16:00:00,31.21,14700
湖口,鄱阳湖,30-06-2020 16:00:00,17.7,358
三峡水库(出库),长江,30-06-2020 16:00:00,147.3,34000
丹江口水库(出库),汉江,30-06-2020 16:00:00,159.75,1920
寸滩,长江,30-06-2020 17:00:00,169.39,20500
武隆,乌江,30-06-2020 17:00:00,182.75,5640
宜昌,长江,30-06-2020 17:00:00,49.97,35900
沙市,长江,30-06-2020 17:00:00,41.12,32600
汉口,长江,30-06-2020 17:00:00,25.15,44000
九江,长江,30-06-2020 17:00:00,18.3,45000
大通,长江,30-06-2020 17:00:00,12.69,49600
城陵矶(七),洞庭湖,30-06-2020 17:00:00,31.23,14700
湖口,鄱阳湖,30-06-2020 17:00:00,17.7,359
三峡水库(出库),长江,30-06-2020 17:00:00,147.28,34100
丹江口水库(出库),汉江,30-06-2020 17:00:00,159.75,1930
寸滩,长江,30-06-2020 18:00:00,169.39,20500
武隆,乌江,30-06-2020 18:00:00,182.6,5570
宜昌,长江,30-06-2020 18:00:00,50.06,36100
沙市,长江,30-06-2020 18:00:00,41.12,32600
汉口,长江,30-06-2020 18:00:00,25.15,44000
九江,长江,30-06-2020 18:00:00,18.31,45000
大通,长江,30-06-2020 18:00:00,12.69,49200
湖口,鄱阳湖,30-06-2020 18:00:00,17.7,359
三峡水库(出库),长江,30-06-2020 18:00:00,147.21,34700
丹江口水库(出库),汉江,30-06-2020 18:00:00,159.75,1930
城陵矶(七),洞庭湖,30-06-2020 18:00:00,31.24,14700
寸滩,长江,30-06-2020 19:00:00,169.36,20400
武隆,乌江,30-06-2020 19:00:00,182.66,5600
宜昌,长江,30-06-2020 19:00:00,50.19,36400
沙市,长江,30-06-2020 19:00:00,41.12,32500
汉口,长江,30-06-2020 19:00:00,25.16,44100
九江,长江,30-06-2020 19:00:00,18.32,45100
大通,长江,30-06-2020 19:00:00,12.7,48900
城陵矶(七),洞庭湖,30-06-2020 19:00:00,31.23,14700
湖口,鄱阳湖,30-06-2020 19:00:00,17.72,360
三峡水库(出库),长江,30-06-2020 19:00:00,147.17,34700
丹江口水库(出库),汉江,30-06-2020 19:00:00,159.75,1940
寸滩,长江,30-06-2020 20:00:00,169.32,20300
武隆,乌江,30-06-2020 20:00:00,182.76,5650
宜昌,长江,30-06-2020 20:00:00,50.14,36300
沙市,长江,30-06-2020 20:00:00,41.12,32400
汉口,长江,30-06-2020 20:00:00,25.17,44100
九江,长江,30-06-2020 20:00:00,18.32,45100
大通,长江,30-06-2020 20:00:00,12.71,49500
城陵矶(七),洞庭湖,30-06-2020 20:00:00,31.22,14700
湖口,鄱阳湖,30-06-2020 20:00:00,17.71,361
三峡水库,长江,30-06-2020 20:00:00,147.14,29000
三峡水库(出库),长江,30-06-2020 20:00:00,147.14,34600
丹江口水库,汉江,30-06-2020 20:00:00,159.75,2060
丹江口水库(出库),汉江,30-06-2020 20:00:00,159.75,1860
寸滩,长江,30-06-2020 21:00:00,169.32,20300
武隆,乌江,30-06-2020 21:00:00,182.97,5750
宜昌,长江,30-06-2020 21:00:00,50.03,36100
沙市,长江,30-06-2020 21:00:00,41.12,32300
汉口,长江,30-06-2020 21:00:00,25.17,44100
九江,长江,30-06-2020 21:00:00,18.33,45100
大通,长江,30-06-2020 21:00:00,12.72,49200
城陵矶(七),洞庭湖,30-06-2020 21:00:00,31.21,14700
湖口,鄱阳湖,30-06-2020 21:00:00,17.73,361
三峡水库(出库),长江,30-06-2020 21:00:00,147.09,34600
丹江口水库(出库),汉江,30-06-2020 21:00:00,159.74,1860
寸滩,长江,30-06-2020 22:00:00,169.26,20200
武隆,乌江,30-06-2020 22:00:00,183.58,6080
宜昌,长江,30-06-2020 22:00:00,50.06,36100
沙市,长江,30-06-2020 22:00:00,41.14,32500
汉口,长江,30-06-2020 22:00:00,25.19,44200
九江,长江,30-06-2020 22:00:00,18.33,45100
大通,长江,30-06-2020 22:00:00,12.73,49400
城陵矶(七),洞庭湖,30-06-2020 22:00:00,31.27,14700
湖口,鄱阳湖,30-06-2020 22:00:00,17.73,362
三峡水库(出库),长江,30-06-2020 22:00:00,147.07,34200
丹江口水库(出库),汉江,30-06-2020 22:00:00,159.75,1930
寸滩,长江,30-06-2020 23:00:00,169.25,20200
武隆,乌江,30-06-2020 23:00:00,184.5,6590
宜昌,长江,30-06-2020 23:00:00,50.06,36100
沙市,长江,30-06-2020 23:00:00,41.15,32300
汉口,长江,30-06-2020 23:00:00,25.19,44200
九江,长江,30-06-2020 23:00:00,18.36,45300
大通,长江,30-06-2020 23:00:00,12.74,49500
城陵矶(七),洞庭湖,30-06-2020 23:00:00,31.32,14600
湖口,鄱阳湖,30-06-2020 23:00:00,17.74,362
三峡水库(出库),长江,30-06-2020 23:00:00,147.02,34400
